uid	pfam
H0EAY8	PF00732,PF05199
I2C8Q5	PF01565,PF02913
A0A1C5TPN5	PF01266,PF04324
G0UFJ6	PF01266,PF16901
A0A1U8IKZ7	PF00732,PF05199
A0A0Z8E9A9	PF01266,PF16901
A0A2X4TRR0	PF01565,PF04030
A0A2H1HHD0	PF00732,PF05199
H0TLA1	PF02754
A0A1C6JMK9	PF01266,PF04324
A0A0D6B719	PF01565,PF02913
A0A174JR00	PF01266,PF04324
A0A127MX95	PF01266
B6B2K7	PF01565,PF02913
M7NB96	PF01266
A0A0W0RBD6	PF01070
A0A2I8NYT9	PF01266
A0A2X0USF4	PF01565,PF04030
A0A143QEL1	PF00732,PF05199
A0A0F4YNJ0	PF00173,PF01070
A0A2Y8ZL50	PF01070
K5BC01	PF01266,PF05199
H6QAW2	PF01565,PF02913
A0A1E1L862	PF00732,PF05199
D1A2X8	PF01070
A0A0J7JD82	PF02754
Q4MYW1	PF01266,PF16901
B0SJ20	PF05199
D5VLT9	PF01565,PF04030
K7S8X4	PF01565,PF02913
E6L3P7	PF01565,PF02913
A0A1R4FMI8	
A0A0F7PKD8	PF01565,PF02913
A0A094DMJ1	PF00732,PF05199
Q394C4	PF01266,PF16901
A0A2I4DLC5	PF00732,PF05199
A0A0L1HIV2	PF01565,PF04030
D9ZFI1	PF00732,PF05199
Q4WR91	PF00732,PF05199
A0A0B8NB79	PF09118
A0A1S8A6U3	PF00732,PF05199
A0A2P9IBG3	PF01070
A0A024KJM9	PF01266
A0A164T704	PF00732,PF05199
Q0S8P0	PF00732,PF05199
Q07523	PF01070
A0A2P6R6A5	PF07250,PF09118
A0A367KIT0	PF00732,PF05199
F1A4J2	PF00732,PF05199
A0A1X2DVQ0	PF00890,PF05199
A0A1W1CKZ9	PF01565,PF02913
C5RB51	PF01266,PF16901
A0A090PSU2	PF01266
A0A0C1NL19	PF01565,PF02913
A0A2X4RMX6	PF01565,PF04030
A0A174I9R3	PF01266,PF04324
A0A2N0QU57	PF00732,PF05199
A0A162GJB6	PF01565,PF04030
A0A1U2IP34	PF00732,PF05199
A0A0F0C861	PF01266,PF04324
A0A2S4WMJ5	PF00732,PF05199
B2J901	PF01070
A3RTD6	PF01565,PF02913
A0A2X4R8A5	PF01565,PF04030
L7FHG6	PF01565,PF09129
A0A109CTG5	PF01266
G2IPH5	PF01565,PF02913
A0A075UVX2	PF01565,PF04030
A0A157QAU9	PF01565
R7ZZ04	PF01565,PF04030
A0A162QD80	PF01266,PF04324
D2PUB9	PF01070
A0A0E0UMI3	PF01070
A0A1K2G2R6	PF00732,PF05199
Q2LWG4	PF01565,PF02913
A0A1S3Y5A7	PF00732,PF05199
A0A061CL74	PF01565
A0A0C9MD68	PF00732,PF05199
A0A1Y2MZR7	PF00732,PF00890,PF05199
G4CXE1	PF02754
A0A0N1FT50	PF05199
A0A1F2PVQ3	PF00732,PF05199
R7ZSU7	
A0A174VLJ4	PF01266,PF04324
Q81IZ2	PF01565,PF04030
S5XT68	PF00732,PF05199
A0A2N9MT32	PF05199
A0A1F2PDL2	PF01266,PF04324
Q54E41	PF01070
Q90YK3	PF01565,PF04030
W5W442	PF05199
A0A345GPQ2	PF00732
A0A1N0RF81	PF00732,PF00890,PF05199
I1SB12	PF01565,PF08031
A0A2S6UIW7	PF01070
E3J7L2	PF05199
A0A174RL33	PF01266,PF04324
E0NGL9	PF01266,PF16901
A0A075G455	PF01565,PF04030
A0A0G3V0S0	PF01565,PF04030
A0A1E4RIS7	PF00732,PF05199
A0A251QSJ7	PF00732,PF05199
A0A231H2L5	PF00732,PF05199
A0A080LV49	PF01266
A0A2L0EMU8	PF01344
A0A087GHP9	PF00732,PF05199
A0A060V429	PF00732,PF05199
A0A0T9N0J6	PF01266
A0A1U8LN57	PF00732,PF05199
A0A094G0J4	PF00732,PF05199
A0A0S1UQH1	PF00732,PF00890,PF05199
F4L1E6	PF01565,PF04030
A0A222TQB8	PF05199
S7U5Z8	PF02913
A0A090SEF3	PF01266
A0A364MT32	PF00106,PF07690
Q7P867	PF01565,PF02913
A5LGE2	PF00732,PF05199
H0SHM2	PF01070
A0A0A1DTF1	PF05199
A0A0A0L884	PF00732,PF05199
A0A1A7C443	PF01565,PF02913
E6L309	PF01070
A0A0U5G0Y1	PF00732,PF05199
A0A0C1L853	PF01565,PF02913
M5CRB8	PF00754,PF08305
A0A084FVR4	PF00732,PF05199
A0A2N9BGC6	PF00890,PF05199
A0A088MS33	PF01565,PF04030
A0A2K3PQZ5	PF00732,PF05199
A0A0F8B4A0	PF01266
A0A2H5VNM4	PF01266
A0A223UFM3	PF01266
A0A074VTW6	PF00732,PF05199
Q3ALD8	PF00890,PF05199
A0A0L6Z980	PF01266,PF04324
A0A161GCC1	PF00732,PF05199
A0A2C8F5S9	PF01266
Q2GQ69	PF00732,PF05199
A0A0J1BEK0	PF01266
A0A0W0SGJ0	PF01070
A0A0P1DE25	PF01266,PF04324
A0A2H6EYE7	PF00890,PF05199
I7CMK2	PF00732,PF05199
A0A174MZF4	PF01266,PF04324
U5RS18	PF01070
K0PKB6	PF01565,PF04030
X5IDD2	PF01565,PF09129
D7UQ40	PF01565
A0A0H3ZY49	PF01266
O33655	PF01070
A0A0A1DEW7	PF00732,PF05199
A0A2H5W9Z8	PF01266
A0A2R6PD28	PF00732,PF05199
A0A1U8NX81	PF00732,PF05199
A0A222TNV6	PF00890
A0A2G9G7G0	PF07250,PF09118
A0A2X1B7J1	PF01266
A4HXL3	PF01565,PF04030
A0A0N0ML90	PF01565,PF04030
Q72G82	PF01565,PF02913
A0A1Y0YNK1	PF01565,PF02913
C5G1B0	PF00732,PF05199
G0S2U9	PF00732,PF05199
A0A2X3BFQ4	PF01266,PF04324
C3MGS3	PF01565,PF02913
F5SAW5	PF01565,PF04030
A0A0H2LZ12	PF01266
W1FY06	PF01266
U6FH10	PF01565
A0A2K8RIR2	PF01266,PF04324
A0A0C1NKN3	PF00732,PF05199
A0A1M4E2A3	PF01168
A0A1X2IE14	PF00732,PF05199
W6W585	PF01070
A0A1N4G5K4	PF01266
A0A2S6U8C0	PF01070
A0A024FB95	PF00732,PF05199
A0A2G5CYE9	PF00732,PF05199
E6SCX5	PF01070
C0XRD5	PF01565,PF04030
A0A397GCH3	PF00732,PF05199
A0A2P6RC72	PF05199
P81156	PF00732,PF05199
A0A2H3YVW5	PF00732,PF05199
F6HZM3	PF00732,PF05199
A0A0W0YSA4	PF01070
A0A0E9FU67	PF01266,PF04324
A0A145Y386	PF00732,PF05199
A0A1Q8YFX8	PF01565
A0A0T6AJI7	PF01565,PF02913
A0A2H3F298	PF01565,PF04030
A0A084GDC9	PF00732,PF05199
A0A1V5JL19	PF01266
A0A1C5KKP5	PF01266,PF04324
A0A0T7PAS6	
A0A396JPY0	PF00732,PF05199
A0A068U5M2	PF00732,PF05199
D5GLS0	PF00732,PF05199
A0A0U1A0U5	PF01565
B7QY06	PF01565,PF02913
A0A0P7WDX3	PF01565,PF02913
A0A2X2CVU5	PF01565,PF04030
Q13YT9	PF01565,PF02913
F4BSA4	PF01266,PF16901
B4F334	PF00732,PF05199
A0A1P8UMT9	PF01070
A0A2P6PNW5	PF07250,PF09118
Q9LYD8	PF01565,PF04030
X5DV05	PF01266,PF05199
A0A1V6GYE3	PF01266,PF04324
B2IZE6	PF00890,PF05199
D3PWH5	PF05199
A0A0W0S1D2	PF01070
A0A0Q0IVH1	PF00732,PF05199
Q1IWN3	PF01070
A0A100J8Y4	PF00732,PF05199
T0ZJV9	PF01565
L1KIC4	PF01565,PF09129
Q4FNZ0	PF01565,PF02913
A0A1B8CHX2	PF00732,PF05199
A0A0S4K8U9	PF01168
A0A089Y429	PF01266,PF16901
A0A0M2UTX8	PF01565
A0A0M6YSN7	PF01266,PF04324
A0A1E4SFN0	PF00732,PF05199
A0A142XKF1	PF01266
D4YFM2	PF01070
A0A098GDT4	PF01565,PF04030,PF08241
Q3ZC33	PF01565,PF04030
A0A1V5PNU2	PF01266,PF04324
M4DEM5	PF00732,PF05199
E3QR67	PF00732,PF05199
A0A0T9LPG0	PF00890,PF05199
A0A163SW74	PF00732,PF05199
A0A1R4HR86	PF01168
A0A1V6DFJ0	PF01266,PF04324
A0A0L1HUB3	PF07690
A0A076P3J3	PF01565,PF02913
B1Y132	PF00732,PF05199
A0A0B8NG59	PF05199
A0A1V6FHV9	PF01266,PF04324,PF04972
Q5KYD8	PF02754
A0A1S3VX43	PF00732,PF05199
Q70GP9	PF01266
A0A1R4GSH3	PF01266
U2EQX2	PF02754
A0A100JNX0	PF05199
A0A0M6Y1Z2	PF01266
A0A177HJI4	PF01565,PF04030
H6RKP8	PF01565,PF04030
G0AHZ1	PF01565
A0A1E3QZB3	PF00732,PF05199
A0A0S4HN01	PF01266
A0A1C6BU62	PF01266,PF04324
A0A1T8UXI5	PF01565,PF04030
D3D7I1	PF07691,PF09118
G2DAI4	PF07691
X7YJ04	
A0A267REG3	PF01266
A0A0A1HU50	PF00732,PF05199
C7J7R1	PF00732,PF05199
A0A0J6WNW6	PF01266
A0A0K2YLL6	PF05199
A0A2H5P1U0	PF00732,PF05199
A0A2P6R9I5	PF07250,PF09118
A0A2X4DZZ0	PF01266,PF16901
U4KU43	PF00732
A0A069BCI2	PF00732,PF05199
B2WJW5	PF00732,PF05199
A0A2S6QZS9	PF00732
A0A1Y5ZX00	PF01266
A0A1Q8YCB8	PF01070
F4G5A4	PF01070
A0A0U5NXR6	PF01266,PF04324
C0XIJ3	PF01070
A0A231GW67	PF01266
A0A2R8AE50	PF00732,PF05199,PF30504
A0A2G9HA07	PF00732,PF05199
A0A2N1JAW9	PF00732,PF05199
A0A0A1SX41	PF00732,PF00890,PF05199
A0A251TXF4	PF00732,PF05199
E8W956	PF00732,PF05199
A0A0D1YIN8	PF00732,PF05199
Q9LRS0	PF01070
A0A151TY49	PF01565,PF04030
Q8H3I4	PF01070
A0A090SZG8	PF01266
A1CNB5	PF00732,PF05199
A0A1U1RUE5	
A0A169WEH2	PF00732,PF05199
A0A2P2E750	PF01266
A0A117E6M1	PF00732,PF05199
A2CCV2	PF01565
A4FNB1	PF01565,PF02913
L1KI33	PF01565,PF09129
G3ANX7	PF00732,PF05199
A0A2H3FM36	PF01070
Q46UI1	PF01070
A0A248UNQ9	PF00732,PF05199
A0A0G2HYL6	PF00732,PF05199
A0A087HBY5	PF00732,PF05199
A0A086T615	PF00732,PF00890,PF05199
R7ZZ67	PF01266
A0A2H1L7C3	PF01565,PF02913
A0A319A0H7	PF00732,PF05199
A0A222TEG7	PF00732,PF05199
A5LGE1	PF00732,PF05199
D0LDL7	PF05199
A0A0G7ZYU8	PF01565,PF08031
A2SED4	PF02754,PF12838
V4JGD4	PF01565,PF02913
G4HXB4	PF01070
A0A061DPM7	PF00732,PF05199
A0A0N9Y822	PF01266,PF05199
A1SDE0	PF01070
A0A1N0QU06	PF01565,PF04030
I0HKK8	PF01565,PF02913
A0A0D8B9B7	PF01565,PF02913
F8ELC3	PF01565,PF04030
B9THK9	PF01266
A0A1Y0XGV0	PF01070
A0A101D6K9	PF01565,PF02913
Q6HLP8	PF01565,PF02913
A0A1R4JIP4	PF05199
B7P821	PF01070
Q4FNZ2	PF02754,PF12838
G7HWX2	PF00732,PF05199
E5AM76	PF01565,PF02913
C9Y717	PF02754,PF12838
E0VFS2	PF01070
A0A1W7MD54	PF01168
Q72LD0	PF01565,PF02913
