uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
A0A1Z4EE51	722731	Mycobacterium shigaense	Bacteria	NA	NA	PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 2249310, 722731	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium simiae complex, Mycobacterium shigaense
A0A0D6HD20	1772	Mycolicibacterium smegmatis	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 1772	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium smegmatis
X7V8M5	1335322	Mycobacterium sp.	Bacteria	7.12	35.0	PF00732, PF00890, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 120793, 1335322	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC), Mycobacterium sp. MAC_080597_8934
A0A0A1FP71	1214102	Mycolicibacterium fortuitum	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 1766, 144549, 1214102	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium fortuitum, Mycolicibacterium fortuitum subsp. fortuitum, Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841
A0A2S8BF84	1858794	Mycobacterium talmoniae	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 1858794	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium talmoniae
A0A1S1NI84	1858794	Mycobacterium talmoniae	Bacteria	NA	NA	PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 1858794	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium talmoniae
P9WMV8	83331	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773, 83331	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis CDC1551
P9WMV9	83332	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773, 83332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis H37Rv
A0A0T9WLB5	33892	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773, 1765, 33892	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species, no rank, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis variant bovis, Mycobacterium tuberculosis variant bovis BCG
A0A0T9LPG0	1773	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis
A0A045IVP9	1773	Mycobacterium tuberculosis	Bacteria	NA	37.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis
A0A0U0QJM7	1773	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis
A0A0T9BJD7	1773	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis
A0A0T9K2U0	1773	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis
A0A0T9YCV2	1773	Mycobacterium tuberculosis	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis
A0A0U0XTW1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A2X1SA76	319705	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 319705	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. bolletii
A0A1N4LL40	319705	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 319705	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. bolletii
A0A0U0YMT3	36809	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus
A0A0U1BXY3	36809	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus
A0A1N5XYC9	2183991	Kocuria sp.	Bacteria	7.46	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85006, 1268, 57493, 2183991	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria, Kocuria sp. AG109
A0A1N1D1X3	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A0U1BGQ1	36809	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus
A0A1T6VGS7	1962118	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 1962118	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. massiliense
A0A1N1WKW4	1185650	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 1185650	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. abscessus
A0A0U1ART6	36809	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus
A0A0U0YNJ1	36809	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus
A0A1T8NF29	1720568	Mycobacteroides sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 1720568	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides sp. H072
A0A0U1AC57	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A1M8V790	1185650	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 1185650	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. abscessus
A0A1M9RK15	1185650	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 1185650	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. abscessus
A0A1M9WUV4	2320850	Mycolicibacterium sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 2320850	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium sp.
A0A1N0GRW4	1185650	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 1185650	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. abscessus
A0A1N0RF81	1185650	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 1185650	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. abscessus
A0A1N0DT15	319705	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 319705	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. bolletii
A0A1M8JP59	319705	Mycobacteroides abscessus	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809, 319705	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, subspecies	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacteroides, Mycobacteroides abscessus, Mycobacteroides abscessus subsp. bolletii
X8EBN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A1X2DVQ0	1788	Mycolicibacter terrae	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1073531, 1788	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacter, Mycolicibacter terrae
A0A1X2DT62	1788	Mycolicibacter terrae	Bacteria	NA	NA	PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1073531, 1788	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacter, Mycolicibacter terrae
A0A0J6VPV0	37916	Mycolicibacterium chlorophenolicum	Bacteria	NA	NA	PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 37916	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium chlorophenolicum
A0A0J6VF98	1807	Mycolicibacterium obuense	Bacteria	NA	NA	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 1807	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium obuense
G4CFJ3	1032488	Neisseria shayeganii	Bacteria	NA	37.0	PF00732	1, 131567, 2, 1224, 28216, 206351, 481, 482, 607712, 1032488	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, Neisseria shayeganii, Neisseria shayeganii 871
A0A231GX57	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A231H2L5	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A231H8T3	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A231H1D7	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A231HCV3	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A231HAW6	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A231HAB3	85688	Nocardia cerradoensis	Bacteria	7.25	29.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 85688	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia cerradoensis
A0A0H5NRK7	37329	Nocardia farcinica	Bacteria	7.24	32.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37329	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia farcinica
A0A0H5NL79	37329	Nocardia farcinica	Bacteria	7.24	32.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37329	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia farcinica
A0A0H5NY23	37329	Nocardia farcinica	Bacteria	7.24	32.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37329	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia farcinica
A0A0H5NLD1	37329	Nocardia farcinica	Bacteria	7.24	32.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37329	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia farcinica
A0A0H5NJN0	37329	Nocardia farcinica	Bacteria	7.24	32.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37329	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia farcinica
W5TBW0	1415166	Nocardia nova	Bacteria	7.22	30.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37330, 1415166	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia nova, Nocardia nova SH22a
A0A1I9ZA91	37332	Nocardia seriolae	Bacteria	7.2	29.0	PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia seriolae
A0A0B8NMV1	37332	Nocardia seriolae	Bacteria	7.2	29.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia seriolae
A0A1I9ZBZ6	37332	Nocardia seriolae	Bacteria	7.2	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia seriolae
A0A1I9Z242	37332	Nocardia seriolae	Bacteria	7.2	29.0	PF00890, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1817, 37332	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia, Nocardia seriolae
A0A0A1DTF1	2045	Pimelobacter simplex	Bacteria	7.3	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85009, 85015, 2044, 2045	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Pimelobacter, Pimelobacter simplex
B2IZE6	63737	Nostoc punctiforme	Bacteria	NA	20.0	PF00890, PF05199	1, 131567, 2, 1783272, 1798711, 1117, 1161, 1162, 1177, 272131, 63737	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Nostocaceae, Nostoc, Nostoc punctiforme, Nostoc punctiforme PCC 73102
K6YSI9	493475	Paraglaciecola arctica	Bacteria	7.6	25.0	PF00732, PF05199	1, 131567, 2, 1224, 1236, 135622, 72275, 1621534, 1128911, 493475	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Paraglaciecola, Paraglaciecola arctica, Paraglaciecola arctica BSs20135
H0E7B5	1097667	Patulibacter medicamentivorans	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1497346, 588673, 361606, 361607, 1097667	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Thermoleophilia, Solirubrobacterales, Patulibacteraceae, Patulibacter, Patulibacter medicamentivorans
H0E0S0	1097667	Patulibacter medicamentivorans	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1497346, 588673, 361606, 361607, 1097667	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Thermoleophilia, Solirubrobacterales, Patulibacteraceae, Patulibacter, Patulibacter medicamentivorans
H0EAY8	1097667	Patulibacter medicamentivorans	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1497346, 588673, 361606, 361607, 1097667	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Thermoleophilia, Solirubrobacterales, Patulibacteraceae, Patulibacter, Patulibacter medicamentivorans
A0A142WU64	1632864	Planctomyces sp.	Bacteria	7.6	28.0	PF05199	1, 131567, 2, 1783257, 203682, 203683, 112, 126, 118, 1632864	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, Planctomyces sp. SH-PL14
A0A0Q0IVH1	1723759	Pseudoalteromonas sp.	Bacteria	7.6	26.0	PF00732, PF05199	1, 131567, 2, 1224, 1236, 135622, 267888, 53246, 1723759	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas, Pseudoalteromonas sp. P1-26
A0A1Y2N4I8	2074	Pseudonocardia autotrophica	Bacteria	7.15	28.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 1847, 2074	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Pseudonocardia, Pseudonocardia autotrophica
A0A1R4GV93	1945521	Psychrobacter piechaudii	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 1236, 72274, 468, 497, 1945521	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter, Psychrobacter piechaudii
A0A1U6GIW4	1028416	Psychrobacter sp.	Bacteria	7.3	26.0	PF00732, PF05199	1, 131567, 2, 1224, 1236, 72274, 468, 497, 1028416	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter, Psychrobacter sp. DAB_AL43B
A5WBI8	349106	Psychrobacter sp.	Bacteria	7.3	26.0	PF00732, PF05199	1, 131567, 2, 1224, 1236, 72274, 468, 497, 349106	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter, Psychrobacter sp. PRwf-1
