uid	taxid	organism	superkingdom	ph	temperature	ec	synthesized	substrate_available	total_soluble	total_active	batch	glycolate	lactate	2-hydroxyglutarate	2-hydroxyoctanoate	2-hydroxystearate	mandelate	in_brenda	in_swissprot	pfam	max_database_sim	max_active_sim	max_all_sim
K6Z453	1129793.0	Paraglaciecola polaris	Bacteria	7.6	20.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	38.4	40.4	40.4
A0A0U5NX37	1776047.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	17.5	24.4	24.4
M7MTF7	1276920.0	Paeniglutamicibacter gangotriensis	Bacteria	NA	22.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565,PF02913	17.0	20.4	20.4
V8MHS4	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	98.3	98.3
E0DQ45	520488.0	Brucella suis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	28.0	28.0
G0ERK7	1042878.0	Cupriavidus necator	Bacteria	6.89	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	40.1	40.1
X7YWP4	1299326.0	Mycobacterium kansasii	Bacteria	7.1	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.4	33.7	35.4
F9VPD1	273063.0	Sulfurisphaera tokodaii	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.7	21.7	21.7
A0A011PT91	1454003.0	Candidatus accumulibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.0	86.3	86.3
D4YN11	585530.0	Brevibacterium mcbrellneri	Bacteria	7.1	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	16.0	16.3	16.3
B5F313	454166.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	97.9	97.9
A0A0H6A8V9	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	43.5	43.5
A0A0H7Y229	624.0	Shigella sonnei	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	70.4	70.4
C1A4Y0	379066.0	Gemmatimonas aurantiaca	Bacteria	7.2	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	47.8	40.3	47.8
Z5E1U1	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	88.9	88.9
A0A0F0KUX6	582680.0	Microbacterium azadirachtae	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.3	25.4	25.4
A5CXA9	412965.0	Candidatus vesicomyosocius	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	27.5	27.5
A0A0B2PSV8	3848.0	Glycine soja	Eukaryota	NA	NA	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	41.9	22.0	41.9
G8AJW6	1064539.0	Azospirillum brasilense	Bacteria	6.97	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.3	21.7	21.7
A0A0K1UXB6	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	98.6	98.6
A0A0W0TJM4	448.0	Legionella erythra	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	33.6	33.6
V2NJD0	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.1	98.1
G2IPH4	627192.0	Sphingobium sp.	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.2	21.3	21.3
J0I449	992120.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.3	14.3
A0A087D1R1	78346.0	Bifidobacterium ruminantium	Bacteria	6.8	37.0	1.1.3.15	Yes	Yes	Yes	Yes	first	Yes	Yes	Yes	Yes	Yes	Yes	No	No	PF01070	32.0	100.0	100.0
A0A064DQU7	1439318.0	Citrobacter freundii	Bacteria	7.15	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	91.5	91.5
A0A0K4BF87	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
A0A0K4SDM2	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	98.3	98.3
J0BT75	992047.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	14.3	14.5	14.5
W7WSX9	1437443.0	Methylibium sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	30.7	30.7
A0A097R648	1453496.0	Hafnia alvei	Bacteria	7.0	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	80.1	80.1
V1J691	59201.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	98.1	98.1
A0A0S4LY82	652676.0	Hydrothermal vent	hydrothermal vent metagenome	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	44.7	44.7
C3SYH2	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.1	94.1	94.1
A0A0M7QVU6	54571.0	Streptomyces venezuelae	Bacteria	7.2	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		17.9	20.0	20.0
B6B2K7	314270.0	Rhodobacteraceae bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	27.4	27.4
A0A0D8BAE7	1856.0	Frankia torreyi	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	31.0	31.0
A0A0S4HN01	1283291.0	Pseudomonas sp.	Bacteria	7.08	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	56.1	56.1
A2QBA3	425011.0	Aspergillus niger	Eukaryota	5.6	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.0	34.0	42.0
E6L309	888827.0	Arcobacter butzleri	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.3	36.9	37.3
A0A072P3D3	1348973.0	Bacillus azotoformans	Bacteria	7.03	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	32.5	32.5
A0A0F6TW70	1261127.0	Citrobacter amalonaticus	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	90.5	90.5
C7HSG4	655811.0	Anaerococcus vaginalis	Bacteria	7.2	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	57.7	57.7
A0A0T5ZUA2	1640508.0	Candidatus dadabacteria	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	31.3	31.3
A0A0F5SHM7	35703.0	Citrobacter amalonaticus	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	92.4	92.4
A0A0D8I3J1	103808.0	Rhodococcus sp.	Bacteria	7.23	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	44.6	44.6
A0A011QMR4	1454005.0	Candidatus accumulibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.8	70.6	70.6
E8XK31	909946.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	97.9	97.9
I4IWL2	721123.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	30.4	30.4
A0A090U7M7	1114921.0	Citrobacter werkmanii	Bacteria	7.3	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.3	91.7	91.7
H0TJ90	551947.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.1	22.6	22.6
A0A0P7WDX3	1666908.0	Erythrobacteraceae bacterium	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01565,PF02913	17.5	23.3	23.3
A3NJX3	320373.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.4	10.0	10.0
D8NPG9	305.0	Ralstonia solanacearum	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	28.2	28.2
A0A0P4UH01	77044.0	Rosellinia necatrix	Eukaryota	NA	24.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00173,PF01070	29.3	35.8	35.8
A0A0C5WDC9	1265478.0	Enterobacteriaceae bacterium	Bacteria	NA	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.2	81.5	81.5
A0A0U5L8D3	1926.0	Streptomyces reticuli	Bacteria	NA	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	19.3	24.5	24.5
I9SA22	992041.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	13.4	12.2	13.4
B8BZV0	35128.0	Thalassiosira pseudonana	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.4	35.1	40.4
T5NPY6	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
A0A0E0UMI3	698936.0	Sinorhizobium meliloti	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.5	25.2	35.5
H1WCY2	376219.0	Arthrospira sp.	Bacteria	NA	22.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	15.5	23.3	23.3
A0A0M9IQE6	85698.0	Achromobacter xylosoxidans	Bacteria	7.14	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.5	56.2	56.2
A0A0J0UTH7	1641811.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.5	34.1	34.1
A0A0M6ZB63	311410.0	Labrenzia alba	Bacteria	7.6	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	50.3	50.3
B7PRE2	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	20.9	17.3	20.9
B7P3F0	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	24.5	21.1	24.5
A1WAZ5	232721.0	Acidovorax sp.	Bacteria	7.05	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.7	84.6	84.6
G4D1T0	997350.0	Peptoniphilus indolicus	Bacteria	7.2	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	62.3	62.3
F9DUM3	1027292.0	Sporosarcina newyorkensis	Bacteria	7.3	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	32.0	32.0
D6JE00	550677.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
A0A0U3IJJ5	1407649.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	48.8	48.8
I4FCJ1	1160280.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	30.2	30.2
B3HDK9	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.8	98.8
F5SJF2	997346.0	Desmospora sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		18.0	13.9	18.0
D5REL4	525283.0	Fusobacterium nucleatum	Bacteria	7.08	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	71.2	71.2
Q46IL6	59920.0	Prochlorococcus marinus	Bacteria	NA	20.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.1	37.7	37.7
Q8PXD0	192952.0	Methanosarcina mazei	Archaea	6.84	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.7	33.3	33.3
F6CI10	760568.0	Desulfofundulus kuznetsovii	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	29.7	31.0	31.0
I7L6A1	1069620.0	Neisseria meningitidis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	10.0	10.9	10.9
A0A073H8R8	1444102.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	99.1	99.1
G4HXB4	931627.0	Mycolicibacterium rhodesiae	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.9	35.7	35.9
V5V4E4	1394889.0	Thermosynechococcus sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	29.5	29.5
D2S4B7	526225.0	Geodermatophilus obscurus	Bacteria	7.2	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.5	49.2	49.2
H8XPH1	1094466.0	Flavobacterium indicum	Bacteria	7.3	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.7	36.9	36.9
A0A0B2SP87	3848.0	Glycine soja	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	85.1	39.3	85.1
A0A0N9YJI4	1766.0	Mycolicibacterium fortuitum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.4	34.0	34.0
A0A0B6RP43	41899.0	Burkholderia plantarii	Bacteria	7.1	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.7	20.3	20.3
H0SLS5	566679.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	15.6	14.3	15.6
A0A024GXF2	861266.0	Pseudarthrobacter siccitolerans	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.7	45.8	45.8
V5NMY9	1407463.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.6	31.5	31.5
A0A0N1G0C7	1592326.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.6	34.2	37.6
H0RUW7	115808.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.9	93.4	93.4
Q1LQ51	266264.0	Cupriavidus metallidurans	Bacteria	6.9	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.9	42.9	42.9
Q81AQ6	226900.0	Bacillus cereus	Bacteria	7.07	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.9	65.2	65.2
Q3EM36	339854.0	Bacillus thuringiensis	Bacteria	7.0	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02913	11.1	10.2	11.1
A0A011MFG6	1454000.0	Candidatus accumulibacter	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.0	61.9	61.9
A0A0L6Z6D8	1121318.0	Clostridium homopropionicum	Bacteria	7.1	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	18.2	23.8	23.8
Q0RJT8	326424.0	Frankia alni	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.6	34.9	36.6
A0A0M7BVQ0	511.0	Alcaligenes faecalis	Bacteria	7.22	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	52.7	52.7
U6FAS7	1226333.0	Lactobacillus helveticus	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.8	17.3	17.3
Q7U9U2	84588.0	Synechococcus sp.	Bacteria	NA	21.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.4	20.9	20.9
C9Y9E7	667019.0	Curvibacter putative	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	Yes	first	Yes	Yes	Yes	Yes	Yes	Yes	No	No	PF01070	36.4	100.0	100.0
A0A0M1HBZ3	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.3	99.3	99.3
A0A0B5QLQ1	1520.0	Clostridium beijerinckii	Bacteria	7.14	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.2	67.1	67.1
A0A021X798	1410620.0	Shinella sp.	Bacteria	7.22	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.6	49.6	49.6
A0A0S4FWJ4	573.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.1	89.1	89.1
A0A066T3I8	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	98.1	98.1
A0A0K4FYZ0	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.9	52.8	52.8
Q8YI46	224914.0	Brucella melitensis	Bacteria	NA	37.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	40.5	40.5
A0A098GJT9	451.0	Tatlockia micdadei	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.2	42.8	42.8
A0A0N7LGH0	454171.0	Chthonomonas calidirosea	Bacteria	6.93	60.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	30.6	30.6
A0A0E1W095	320371.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.6	9.9	9.9
A3P5J1	357348.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.7	9.8	9.8
A4Z0U9	114615.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.6	21.6	21.6
Q145G9	266265.0	Paraburkholderia xenovorans	Bacteria	NA	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.8	20.0	20.0
U9YE48	1268975.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
C5R9T2	585506.0	Weissella paramesenteroides	Bacteria	6.35	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	57.8	57.8	57.8
B9ST70	3988.0	Ricinus communis	Eukaryota	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	48.4	26.0	48.4
U5DJQ7	582515.0	Rubidibacter lacunae	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.8	29.9	29.9
A0A0K2VV82	69974.0	Mesorhizobium plurifarium	Bacteria	7.0	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.7	29.3	29.3
A0A0J6Y3T5	37916.0	Mycolicibacterium chlorophenolicum	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	47.3	47.3
A0A0N0NDT9	1592327.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00155,PF01070	19.6	18.7	19.6
A0A089QDS0	693986.0	Methylobacterium oryzae	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	29.1	29.1
A0A023V347	1333848.0	Citrobacter freundii	Bacteria	7.15	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.9	91.7	91.7
A0A0P0R820	1323664.0	Paraburkholderia caribensis	Bacteria	NA	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	28.2	28.2
A0A0T9WB25	85569.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.8	24.1	24.1
A2C7I8	59922.0	Prochlorococcus marinus	Bacteria	NA	20.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.7	28.0	28.0
A0A0P7Q9V8	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
F4CRU5	675635.0	Pseudonocardia dioxanivorans	Bacteria	7.2	27.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.8	57.3	57.3
A0A0Q4AR81	1502734.0	Frankia sp.	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	31.0	31.0
C0QKR7	177437.0	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	30.5	30.5
A0A0J0IQF0	1659714.0	Enterobacter sp.	Bacteria	7.03	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	92.2	92.2
C2EPE3	525365.0	Lactobacillus ultunensis	Bacteria	6.35	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	44.0	78.2	78.2
Q2YII5	359391.0	Brucella abortus	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.6	28.0	28.0
