uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
Q0S3A8	101510	Rhodococcus jostii	Bacteria	7.3	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 132919, 101510	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus jostii, Rhodococcus jostii RHA1
Q0S9X3	101510	Rhodococcus jostii	Bacteria	7.3	29.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 132919, 101510	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus jostii, Rhodococcus jostii RHA1
Q0S8P0	101510	Rhodococcus jostii	Bacteria	7.3	29.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 132919, 101510	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus jostii, Rhodococcus jostii RHA1
W4A4P8	1429046	Rhodococcus rhodochrous	Bacteria	7.26	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1829, 1429046	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus rhodochrous, Rhodococcus rhodochrous ATCC 21198
A0A098BP00	1830	Rhodococcus ruber	Bacteria	7.27	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1830	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus ruber
A0A098BNE2	1830	Rhodococcus ruber	Bacteria	7.27	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1830	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus ruber
A0A0D8HWN7	103808	Rhodococcus sp.	Bacteria	7.23	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 103808	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. AD45
A0A0D8HYB4	103808	Rhodococcus sp.	Bacteria	7.23	28.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 103808	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. AD45
A0A0F3I7N5	1653479	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1653479	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. PBTS 2
A0A0K2YN42	260936	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 260936	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. RD6.2
N1M754	1301088	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1301088	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. EsD8
C5II17	646677	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 646677	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. CECT 3014
A0A0D8I7U2	103808	Rhodococcus sp.	Bacteria	7.23	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 103808	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. AD45
A0A0K2YGH2	260936	Rhodococcus sp.	Bacteria	7.23	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 260936	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. RD6.2
C5II13	646677	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 646677	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. CECT 3014
A0A0F3I9U7	1356405	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1356405	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. PML026
A0A0D8HR27	103808	Rhodococcus sp.	Bacteria	7.23	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 103808	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. AD45
A0A0K2YLL6	260936	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 260936	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. RD6.2
A0A0D8HSJ0	103808	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 103808	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. AD45
A0A0K2YAM2	260936	Rhodococcus sp.	Bacteria	7.23	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 260936	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. RD6.2
Q157H4	387786	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 387786	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. PTCC 1633
Q157H4	387786	Rhodococcus sp.	Bacteria	7.23	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 387786	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus, Rhodococcus sp. PTCC 1633
A0A060JKF6	529884	Rhodoluna lacicola	Bacteria	NA	NA	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85006, 85023, 1655488, 1655489, 529883, 529884	root, no rank, superkingdom, no rank, phylum, class, order, family, no rank, no rank, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Luna cluster, Luna-1 subcluster, Rhodoluna, Rhodoluna lacicola
C7MXW2	471857	Saccharomonospora viridis	Bacteria	7.49	46.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 1851, 1852, 471857	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharomonospora, Saccharomonospora viridis, Saccharomonospora viridis DSM 43017
A4FP96	405948	Saccharopolyspora erythraea	Bacteria	7.2	27.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 1835, 1836, 405948	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharopolyspora, Saccharopolyspora erythraea, Saccharopolyspora erythraea NRRL 2338
K0K9R7	1179773	Saccharothrix espanaensis	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 2071, 103731, 1179773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharothrix, Saccharothrix espanaensis, Saccharothrix espanaensis DSM 44229
K0JX84	1179773	Saccharothrix espanaensis	Bacteria	7.2	28.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 2071, 103731, 1179773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharothrix, Saccharothrix espanaensis, Saccharothrix espanaensis DSM 44229
K0K2W3	1179773	Saccharothrix espanaensis	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 2071, 103731, 1179773	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharothrix, Saccharothrix espanaensis, Saccharothrix espanaensis DSM 44229
A8M5S7	391037	Salinispora arenicola	Bacteria	7.6	27.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85008, 28056, 168694, 168697, 391037	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Salinispora, Salinispora arenicola, Salinispora arenicola CNS-205
A4X855	369723	Salinispora tropica	Bacteria	7.6	27.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85008, 28056, 168694, 168695, 369723	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Salinispora, Salinispora tropica, Salinispora tropica CNB-440
A0A0F7M2L3	1620392	Spongiibacter sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 1236, 1706369, 1706375, 630749, 1620392	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Spongiibacter, Spongiibacter sp. IMCC21906
D3PWH5	446470	Stackebrandtia nassauensis	Bacteria	7.2	29.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85014, 85034, 283810, 283811, 446470	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Glycomycetales, Glycomycetaceae, Stackebrandtia, Stackebrandtia nassauensis, Stackebrandtia nassauensis DSM 44728
A0A0K2AWZ0	278992	Streptomyces ambofaciens	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1889, 278992	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ambofaciens, Streptomyces ambofaciens ATCC 23877
Q93H76	33903	Streptomyces avermitilis	Bacteria	7.13	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 33903	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces avermitilis
Q9L0H6	100226	Streptomyces coelicolor	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1477431, 1902, 100226	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, no rank, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albidoflavus group, Streptomyces coelicolor, Streptomyces coelicolor A3(2)
K4R4L9	1214101	Streptomyces davaonensis	Bacteria	NA	NA	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 348043, 1214101	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces davaonensis, Streptomyces davaonensis JCM 4913
K4R330	1214101	Streptomyces davaonensis	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 348043, 1214101	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces davaonensis, Streptomyces davaonensis JCM 4913
N0D146	1303692	Streptomyces fulvissimus	Bacteria	7.2	28.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 68202, 1303692	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces fulvissimus, Streptomyces fulvissimus DSM 40593
A0A089XA11	1907	Streptomyces glaucescens	Bacteria	7.2	28.0	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1907	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces glaucescens
G0PXD9	1609288	Streptomyces sp.	Bacteria	7.2	28.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1609288	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. ACT-1
A7RA76	1911	Streptomyces griseus	Bacteria	7.19	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 629295, 1482596, 1911	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species subgroup, no rank, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces griseus subgroup, Streptomyces griseus
A0A0D6UVV4	1172567	Streptomyces globisporus	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 629295, 1482558, 1908, 1172567	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species subgroup, no rank, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces albovinaceus subgroup, Streptomyces globisporus, Streptomyces globisporus C-1027
L1KIC4	698759	Streptomyces ipomoeae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 103232, 698759	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ipomoeae, Streptomyces ipomoeae 91-03
L1KI33	698759	Streptomyces ipomoeae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 103232, 698759	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ipomoeae, Streptomyces ipomoeae 91-03
L1KU15	698759	Streptomyces ipomoeae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 103232, 698759	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ipomoeae, Streptomyces ipomoeae 91-03
D6EDX8	457428	Streptomyces lividans	Bacteria	NA	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1916, 457428	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces lividans, Streptomyces lividans TK24
Q1HKZ6	67320	Streptomyces luridus	Bacteria	7.2	27.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 67320	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces luridus
Q9EW96	68242	Streptomyces natalensis	Bacteria	NA	26.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 68242	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces natalensis
E8W956	591167	Streptomyces pratensis	Bacteria	NA	NA	PF00732, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1169025, 591167	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces pratensis, Streptomyces pratensis ATCC 33331
A0A0U5LU10	1926	Streptomyces reticuli	Bacteria	NA	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1926	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces reticuli
Q55020	1931	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1931	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp.
P12676	74576	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 74576	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. SA-COO
A0A0W1NM14	1737066	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1737066	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. AVP053U2
A0A0S1UQH1	206662	Streptomyces sp.	Bacteria	7.2	28.0	PF00732, PF00890, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 206662	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. FR-008
U5Q8Z7	1262452	Streptomyces sp.	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1262452	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. 769
L7FHG6	698760	Streptomyces turgidiscabies	Bacteria	7.2	28.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 85558, 698760	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces turgidiscabies, Streptomyces turgidiscabies Car8
A0A0M7QHG7	54571	Streptomyces venezuelae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 54571	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces venezuelae
A0A0M7R207	54571	Streptomyces venezuelae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 54571	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces venezuelae
F2R5J6	953739	Streptomyces venezuelae	Bacteria	7.2	27.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 54571, 953739	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces venezuelae, Streptomyces venezuelae ATCC 10712
A7LGL0	1961	Streptomyces virginiae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1961	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces virginiae
A7LGL0	1961	Streptomyces virginiae	Bacteria	7.2	27.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85011, 2062, 1883, 1961	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces virginiae
D2AYD8	479432	Streptosporangium roseum	Bacteria	7.14	28.0	PF05199	1, 131567, 2, 1783272, 201174, 1760, 85012, 2004, 2000, 2001, 479432	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Streptosporangium, Streptosporangium roseum, Streptosporangium roseum DSM 43021
Q3ALD8	110662	Synechococcus sp.	Bacteria	NA	21.0	PF00890, PF05199	1, 131567, 2, 1783272, 1798711, 1117, 1890424, 1890426, 1129, 110662	root, no rank, superkingdom, no rank, no rank, phylum, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. CC9605
W6JV44	1193182	Tetrasphaera australiensis	Bacteria	7.3	28.0	PF00890, PF01266, PF05199	1, 131567, 2, 1783272, 201174, 1760, 85006, 85021, 99479, 99480, 1193182	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Intrasporangiaceae, Tetrasphaera, Tetrasphaera australiensis, Tetrasphaera australiensis Ben110
A0A0H2M794	34073	Variovorax paradoxus	Bacteria	6.91	28.0	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 34072, 34073	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Variovorax, Variovorax paradoxus
A6APT8	410291	Vibrio campbellii	Bacteria	7.6	29.0	NA	1, 131567, 2, 1224, 1236, 135623, 641, 662, 717610, 680, 410291	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio harveyi group, Vibrio campbellii, Vibrio campbellii HY01
F0P237	865938	Weeksella virosa	Bacteria	7.3	33.0	PF00732, PF05199	1, 131567, 2, 1783270, 68336, 976, 117743, 200644, 49546, 1013, 1014, 865938	root, no rank, superkingdom, no rank, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Weeksella, Weeksella virosa, Weeksella virosa DSM 16922
H6RGN5	212695	Uncultured flavobacteriia	Bacteria	NA	NA	PF00732, PF05199	1, 131567, 2, 1783270, 68336, 976, 117743, 80843, 212695	root, no rank, superkingdom, no rank, no rank, phylum, class, no rank, species	root, cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, environmental samples, uncultured Flavobacteriia bacterium
